,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
3895,Tayo the Little Bus,(2010–2019),"
Animation, Comedy, Family            ",5.5,"
In a big city where various vehicles are happily living together, our little bus Tayo has just started learning his route in the city. There is lots more to learn for Tayo. Tayo and his ...                See full summary »
","

    Stars:
Jul Kohler,
Patricia Kalis,
Aramis Merlin,
Tea Wagner
",140,11.0,
1494,Enola Holmes 2,,"
Action, Adventure, Crime            ",,"
Sequel of Sherlock Holmes' rebellious teen sister Enola.","
    Director:
Harry Bradbeer
|
    Stars:
Millie Bobby Brown,
Henry Cavill
",,,
9257, Home for Christmas,(2019–2020),"
Comedy, Drama, Romance            ",7.8,"
Home for Christmas is back to save the holidays. Find out who was behind the door.","
    Director:
Per-Olav Sørensen
|
    Stars:
Stian Blipp,
Ida Elise Broch,
Maria Grazia Di Meo,
Kjersti Elvik
",145,34.0,
7849, Johnny Test,(2005– ),"
Animation, Action, Adventure            ",6.0,"
Dukey points out that Johnny can never really understand the pleasure of Butt-sniffing unless he's a real dog. To the lab! When Johnny learns about the legend of Johnny Appleseed, he wants ...                See full summary »
","
    Director:
Larry Jacobs
|
    Stars:
James Arnold Taylor,
Louis Chirillo,
Maryke Hendrikse,
Ashleigh Ball
",23,23.0,
3393,Papa Hemingway in Cuba,(2015),"
Biography, Drama            ",6.3,"
In 1959, a young journalist ventures to Havana, Cuba to meet his idol, the legendary Ernest Hemingway who helped him find his literary voice, while the Cuban Revolution comes to a boil around them.","
    Director:
Bob Yari
|
    Stars:
Giovanni Ribisi,
Joely Richardson,
Adrian Sparks,
Minka Kelly
","1,450",110.0,$1.12M
8076, Lupin,(2021– ),"
Action, Crime, Drama            ",7.8,"
Assane hatches a plot to contact Comet, an inmate who steers him to a clue about Babakar's demise. Anne Pellegrini comes clean about her past.","
    Director:
Louis Leterrier
|
    Stars:
Omar Sy,
Ludivine Sagnier,
Clotilde Hesme,
Nicole Garcia
","2,653",52.0,
2216,Zombieland Saga,(2018– ),"
Animation, Action, Comedy            ",7.0,"
A young singer dies and becomes a zombie. She is put in a musical group with other zombie singer girls as part of a campaign to save the world.","

    Stars:
Rika Kinugawa,
Kaede Hondo,
Asami Tano,
Risa Taneda
",893,24.0,
7181, Go! Vive a Tu Manera,(2019),"
Comedy, Musical, Romance            ",8.0,"
Álvaro puts together a surprise dinner for Mía. Martín schemes to get revenge on Tobí. Meanwhile, Mercedes and her friend partake in a DNA test of their own.","

    Stars:
Darcy Rose Byrnes,
Rebecca Davis,
Marley Estrada,
Marina Gridley
",7,,
2036,Little Things,(2016– ),"
Comedy, Romance            ",8.3,"
A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.","

    Stars:
Dhruv Sehgal,
Mithila Palkar,
Abhishek Bhalerao,
Rishi Deshpande
","4,958",16.0,
4266,Sobat Ambyar,(2021),"
Comedy, Drama, Romance            ",6.5,"
Coping with heartbreak, the shy owner of floundering cafe find solace in the Javanese love songs of Didi Kempot.","
    Directors:
Bagus Bramanti,
Charles Gozali
|
    Stars:
Bhisma Mulia,
Denira Wiraguna,
Fransisca Saraswati Puspa Dewi,
Asri Welas
",161,101.0,
1517,Girlboss,(2017),"
Comedy            ",7.0,"
Sophia, a misfit, discovers a passion for fashion, becoming an unlikely businesswoman in the process. As her business grows, however, she has to learn to cope with life as her own boss. This show is loosely based on the true story of Nasty Gal Founder, Sophia Amoruso.","

    Stars:
Britt Robertson,
Ellie Reed,
Johnny Simmons,
Alphonso McAuley
","16,285",26.0,
3225,Millennials,(2018– ),"
Drama            ",4.2,"
Centered around 3 couples lives in Argentina as they deal with life, personal problems, and each other. Three boys work in the same office and each of their girlfriends end up becoming ...                See full summary »
","

    Stars:
Johanna Francella,
Juan Manuel Guilera,
Laura Laprida,
Noelia Marzol
",142,60.0,
8291, Masters of the Universe: Revelation,(2021– ),"
Animation, Action, Adventure            ",,"
Add a Plot
","

    Stars:
Lena Headey,
Tiffany Smith,
Chris Wood,
Griffin Newman
",,,
2354,Handsome: A Netflix Mystery Movie,(2017),"
Comedy, Mystery            ",5.2,"
Gene Handsome is an LA homicide detective who tries to make sense of his life as he solves crime. Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.","
    Director:
Jeff Garlin
|
    Stars:
Ava Acres,
Armani GreatDane,
Dino Battaglia,
Brent Bradshaw
","4,161",80.0,
2074,Pariah,(I) (2011),"
Drama            ",7.2,"
A Brooklyn teenager juggles conflicting identities and risks friendship, heartbreak, and family in a desperate search for sexual expression.","
    Director:
Dee Rees
|
    Stars:
Adepero Oduye,
Kim Wayans,
Aasha Davis,
Pernell Walker
","6,525",86.0,$0.76M
4784,Goli Soda 2,(2018),"
Action, Drama            ",7.2,"
The story revolves around the lives of 3 young friends, who struggle to establish themselves in the real world. They are working to make it big until they get caught up in a certain situation, only to get rescued by a common friend.","
    Director:
Vijay Milton
|
    Stars:
Samuthirakani,
Gautham Vasudev Menon,
Bharath Seeni,
Vinoth
",762,128.0,
6987, La Reina de Indias y el Conquistador,(2020– ),"
Drama, History            ",,"
Beatriz offers Andrés intel, in exchange for her passage on a ship. Nicuesa's men abduct Enriquillo and hold him for a ransom: Catalina.","

    Stars:
Emmanuel Esparza,
Essined Aponte,
Manuel Navarro,
Álvaro Benet
",,,
9181, Las mágicas historias de Plim Plim,(2011–2016),"
Animation, Comedy, Family            ",,"
Add a Plot
","
    Directors:
Mikhail Plata,
Michael Fuer,
Mejo Joseph,
Normandy Vamos,
Hubert Zapalowicz
|
    Stars:
Tian Brass,
Judith Cabral,
Valeria Gómez,
Kerr Logan
",,,
3771,Immigration Nation,(2020– ),"
Documentary            ",7.4,"
A documentary looking inside the world of immigration enforcement under the Trump administration.","
","1,001",,
5864,Emergency,(2015– ),"
Reality-TV            ",7.6,"
Take a behind the scenes look at two of Canada's busiest Hospital Emergency Rooms in this reality style series. Follow along with the patients, their families, and hospital staff as they ...                See full summary »
","
",28,22.0,
7621, Mytho,(2019),"
Drama            ",7.4,"
Add a Plot
","
    Director:
Fabrice Gobert
|
    Stars:
Marina Hands,
Mathieu Demy,
Marie Drion,
Jérémy Gillet
",30,46.0,
26,Vikings,(2013–2020),"
Action, Adventure, Drama            ",8.5,"
Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.","

    Stars:
Katheryn Winnick,
Gustaf Skarsgård,
Alexander Ludwig,
Georgia Hirst
","459,913",44.0,
3938,Bert Kreischer: The Machine,(2016 TV Special),"
Comedy            ",7.7,"
Stand-up comedy special featuring inimitable storyteller Bert Kreisher, who expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.","
    Director:
Ryan Polito
|
    Star:
Bert Kreischer
","1,327",70.0,
4158,Bridegroom,(2013),"
Documentary            ",8.0,"
Shane Bitney Crone's plans to marry Tom Bridegroom in California after the same-sex marriage law is passed takes a tragic turn when his partner of six years accidentally dies and Tom's family refuses Shane from attending the funeral.","
    Director:
Linda Bloodworth-Thomason
|
    Stars:
Cindy Bitney,
David Crone,
Jessica Mitchell,
Lizzy Mohl
","4,446",80.0,
3889,Dave Chappelle: The Bird Revelation,(2017 TV Special),"
Comedy            ",7.9,"
Dave jokes about the sexual assaults dominating the 2017 entertainment news and how and why people allow themselves to be abused.","
    Director:
Stan Lathan
|
    Star:
Dave Chappelle
","8,662",49.0,
1189,World on Fire,(2019– ),"
Drama, War            ",7.3,"
WWII drama centered on the lives of ordinary people affected by the war.","

    Stars:
Jonah Hauer-King,
Julia Brown,
Helen Hunt,
Sean Bean
","4,473",57.0,
7456, Behind Her Eyes,(2021),"
Drama, Mystery, Thriller            ",8.2,"
A stunning revelation makes Louise dig deeper into David and Adele's past, and what she discovers pushes her to demand the truth.","
    Director:
Erik Richter Strand
|
    Stars:
Simona Brown,
Eve Hewson,
Tom Bateman,
Robert Aramayo
","1,359",50.0,
161,It,(I) (2017),"
Horror            ",7.3,"
In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.","
    Director:
Andy Muschietti
|
    Stars:
Bill Skarsgård,
Jaeden Martell,
Finn Wolfhard,
Sophia Lillis
","480,607",135.0,$327.48M
891,Kodachrome,(2017),"
Drama            ",6.8,"
Set during the final days of the admired photo development system known as Kodachrome, a father and son hit the road in order to reach the Kansas photo lab before it closes its doors for good.","
    Director:
Mark Raso
|
    Stars:
Ed Harris,
Jason Sudeikis,
Elizabeth Olsen,
Bruce Greenwood
","14,021",105.0,
8457, ÜberWeihnachten,(2020),"
Comedy, Drama, Romance            ",7.2,"
The Most Wonderful Christmas of the Year - the family prepares for Christmas dinner and Basti struggles with the knowledge of his father's cancer. In his mind the ""lies"" become unmanageable...                See full summary »
","

    Stars:
Luke Mockridge,
Seyneb Saleh,
Cristina do Rego,
Lucas Reiber
",59,45.0,
5446,My Little Pony: Happy Birthday to You!,(2017 TV Special),"
Animation, Short            ",,"
Did someone say ""birthday""? Fluttershy and Pinkie Pie have a special party prepared just for you. Happy birthday from all of Equestria.","
",,1.0,
5744,Dear Nathan,(2017),"
Drama, Romance            ",7.1,"
When Nathan (Jefri Nichol) seriously starts to change for Salma (Amanda Rawles), Nathan's past love comes to ask for Nathan's love back.","
    Director:
Indra Gunawan
|
    Stars:
Amanda Rawles,
Jefri Nichol,
Surya Saputra,
Rayn Wijaya
",440,99.0,
1183,Hogar,(2020),"
Adventure, Drama, Thriller            ",6.4,"
Javier Muñoz, once a successful executive, makes the fateful decision to leave his home, which he and his family can no longer afford.","
    Directors:
David Pastor,
Àlex Pastor
|
    Stars:
Javier Gutiérrez,
Mario Casas,
Bruna Cusí,
Ruth Díaz
","15,329",103.0,
8831, Alta mar,(2019–2020),"
Crime, Drama, Mystery            ",7.7,"
Verónica seeks help for the bandaged woman traveling with Carmen. Nicolás wonders why the Bárbara de Braganza changes course. Fabio interrogated Ayala.","
    Director:
Lino Escalera
|
    Stars:
Ivana Baquero,
Jon Kortajarena,
Alejandra Onieva,
Eloy Azorín
",77,,
76,Shadow and Bone,(2021– ),"
Action, Adventure, Drama            ",7.7,"
Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.","

    Stars:
Jessie Mei Li,
Ben Barnes,
Archie Renaux,
Freddy Carter
","60,283",,
7077, Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.8,"
Add a Plot
","
    Director:
Won Suk Kim
|
    Stars:
Song Joong-ki,
Kim Ji-Won,
Jang Dong-Gun,
Kim Ok-bin
",139,80.0,
1247,Running with the Devil,(2019),"
Crime, Drama, Thriller            ",5.4,"
The CEO of an international conglomerate sends two of his most regarded executives to investigate why shipments of cocaine are being hijacked and over cut somewhere on the supply chain.","
    Director:
Jason Cabell
|
    Stars:
Nicolas Cage,
Laurence Fishburne,
Leslie Bibb,
Cole Hauser
","7,026",100.0,
9556, Paradise PD,(2018– ),"
Animation, Action, Comedy            ",6.6,"
Dusty inspires a revolution at Weight Watchers. Bullet worries Gina may have an addiction. Fitz's wife lands a job at SeaWorld.","
    Director:
Brian Mainolfi
|
    Stars:
Sarah Chalke,
David Herman,
Tom Kenny,
Kyle Kinane
",156,23.0,
9090, Vikings: Valhalla,,"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
James Ballanger,
Laura Berlin,
Sam Corlett,
Ethan Dillon
",,,
6623, Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.2,"
The Ice Truck Killer leaves Dexter the most horrifying crime scene imaginable, forcing him to confront a horrific suppressed memory from his past; Rita must hire a lawyer when her ex sues for sole custody of their children.","
    Director:
Michael Cuesta
|
    Stars:
Michael C. Hall,
Julie Benz,
Jennifer Carpenter,
Erik King
","5,255",56.0,
6650, Blood of Zeus,(2020– ),"
Animation, Action, Fantasy            ",7.6,"
A young man named Heron, a bastard living in Ancient Greece, discovers that he is the son of Zeus, and sets off on a journey against a cult who worships the enemies of the Gods: the Giants.","
    Director:
Shaunt Nigoghossian
|
    Stars:
Derek Phillips,
Jessica Henwick,
Mamie Gummer,
Jason O'Mara
",613,27.0,
6382,#differentnotless,(2017– ),"
Drama            ",,"
The life and experiences of three close friends, one gay, one straight, and one autistic.","
",,30.0,
3456,Goonjoo-Gamyunui Jooin,(2017),"
Drama, History, Romance            ",7.4,"
Set in the 18th-century Joseon, it tells the story of Crown Prince Lee Sun and his fight against a powerful and wealthy organization Pyunsoo hwe, who controls the country behind the scenes....                See full summary »
","

    Stars:
Yoo Seung-ho,
Kim So-Hyun,
Hyun-soo Shin,
Myung-Soo Kim
",484,,
9235, Dive Club,(2021– ),"
Drama, Family, Mystery            ",,"
The truth is pieced together as one of the girls is forced to choose between friends and family.","
    Director:
Rhiannon Bannenberg
|
    Stars:
Miah Madden,
Georgia-May Davis,
Sana'a Shaik,
Aubri Ibrag
",,,
2210,High Score,(2020),"
Documentary, History            ",7.4,"
Traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.","

    Stars:
Charles Martinet,
Rebecca Ann Heineman,
Nolan Bushnell,
Tom Kalinske
","6,851",252.0,
396,When They See Us,(2019),"
Biography, Crime, Drama            ",8.9,"
Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.","

    Stars:
Asante Blackk,
Caleel Harris,
Ethan Herisse,
Marquis Rodriguez
","102,201",296.0,
3611,Kong: King of the Apes,(2016–2018),"
Animation, Action, Adventure            ",5.8,"
Kong is saved as a young ape by a young boy, Lucas. Lucas and his family raise kong but Lucas' twin brother is jealous and tries to get rid of Kong.","

    Stars:
Viv Leacock,
Lee Tockar,
Vincent Tong,
Kathleen Barr
",296,,
7392, Tiny Pretty Things,(2020– ),"
Drama, Mystery, Thriller            ",6.9,"
A fundraising gala sets the stage for drama, as Nabil stirs suspicion and Bette makes a scene. Tensions between Oren and Shane hit a breaking point.","
    Director:
Joanna Kerns
|
    Stars:
Brennan Clost,
Barton Cowperthwaite,
Bayardo De Murguia,
Damon J. Gillespie
",158,,
7170, Typewriter,(2019),"
Horror, Mystery, Thriller            ",7.1,"
Years after an author dies in Bardez Villa, three kids plan to find the ghost they believe lives there, but are disrupted when a new family moves in.","
    Director:
Sujoy Ghosh
|
    Stars:
Aarnaa Sharma,
Palomi Ghosh,
Mikhail Gandhi,
Palash Kamble
",166,52.0,
5592,Guatemala: Corazón del Mundo Maya,(2019),"
Documentary            ",6.6,"
From Sierra de las Minas to Esquipulas, this documentary explores the cultural and geological riches of Guatemala, including the ancient Mayan cities and other natural wonders.","
    Directors:
Luis Ara,
Ignacio Jaunsolo
",180,67.0,
